Tester_ID,Module,Total_TestCases_Executed,Defects_Found,Defect_Severity_Avg,Automation_Coverage,Execution_Hours,Avg_Closure_Time
T440,Search,70,14,1.7,24.9,116.2,9.91
T343,Reports,23,13,2.0,53.2,83.8,7.78
T008,Payments,57,21,1.8,22.0,69.7,13.76
T465,Search,32,28,3.6,80.9,79.0,11.83
T393,Payments,92,9,4.9,27.7,105.4,15.37
T182,Payments,70,12,2.1,40.6,33.1,6.02
T199,Inventory,33,9,,79.6,,7.58
T479,Login,69,20,1.9,16.0,46.5,7.89
T417,Payments,21,27,4.7,23.9,52.8,15.12
T385,Reports,44,19,3.5,71.9,47.4,8.0
T066,Reports,104,12,2.8,46.8,22.5,11.2
T408,Notifications,39,27,2.8,22.9,22.8,12.74
T265,Notifications,50,24,3.0,85.0,106.6,14.13
T399,Search,143,25,4.8,27.3,45.1,19.41
T281,Orders,134,27,2.5,13.8,81.5,18.95
T473,Inventory,30,22,1.7,17.8,67.7,8.63
T394,Search,143,14,4.0,87.7,109.7,14.02
T244,Reports,98,5,3.1,89.9,94.7,13.42
T080,Notifications,142,29,2.0,17.6,111.4,18.46
T349,Login,78,20,2.8,68.0,37.1,10.98
T417,Search,95,27,4.6,81.9,67.1,15.05
T315,Reports,80,16,1.9,64.3,94.6,7.52
T440,Search,121,18,1.6,46.6,8.3,8.8
T041,Reports,26,10,3.0,64.0,18.0,7.11
T134,Login,107,26,1.2,,11.3,13.35
T467,Notifications,24,3,2.3,28.8,41.4,4.69
T108,Reports,104,25,4.5,58.5,60.6,17.11
T392,Dashboard,29,28,4.6,34.0,54.6,13.05
T174,Payments,52,12,3.1,74.6,36.0,12.76
T367,Login,137,19,4.1,43.4,39.1,22.46
T109,Inventory,147,11,1.6,98.6,98.8,10.15
T419,Payments,50,11,3.3,39.8,49.6,11.05
T268,Search,135,25,1.1,,101.7,15.45
T380,Notifications,84,22,3.4,99.6,30.4,15.03
T403,Login,81,21,2.9,76.8,91.0,14.73
T303,Search,95,12,1.1,97.4,102.0,12.7
T261,Search,37,15,2.0,38.3,63.9,8.44
T119,Search,92,13,2.1,35.9,108.3,11.51
T186,Login,134,22,2.7,75.9,41.0,19.69
T102,Notifications,83,27,1.3,78.1,53.3,12.8
T037,Payments,43,22,1.8,22.5,110.4,16.12
T010,Dashboard,62,16,4.7,36.7,62.5,8.3
T143,Search,80,24,3.5,78.4,47.4,18.29
T140,Search,37,0,3.0,48.4,35.1,3.49
T286,Orders,76,1,2.6,60.6,62.2,8.93
T066,Orders,132,20,1.5,34.3,111.2,14.88
T154,Dashboard,106,8,3.1,90.2,23.4,11.97
T025,Notifications,130,8,3.2,30.4,108.5,42.96399744472981
T236,Notifications,40,13,2.9,88.7,83.3,7.23
T371,Reports,98,23,1.8,17.1,13.7,11.56
T149,Search,45,21,4.1,20.3,74.9,9.81
T173,Inventory,90,16,2.2,42.6,77.4,14.68
T329,Payments,100,8,1.4,81.6,116.0,4.04
T432,Notifications,78,3,4.9,20.2,99.9,8.31
T419,Reports,22,24,2.7,60.5,74.9,9.4
T063,Login,62,26,4.5,44.1,47.2,16.36
T212,Payments,127,11,2.8,88.5,114.8,13.42
T227,Orders,138,23,4.2,75.1,39.0,18.18
T420,Search,132,24,1.9,50.4,53.9,13.44
T238,Orders,77,1,5.0,59.5,82.3,8.02
T058,Reports,87,8,2.9,27.8,66.6,12.63
T129,Orders,88,6,4.6,46.7,107.6,10.29
T301,Reports,46,28,4.1,65.9,43.8,14.23
T422,Payments,50,19,3.9,57.4,34.7,11.67
T358,Payments,109,3,4.6,14.7,24.6,10.27
T007,Orders,35,7,4.2,82.3,58.4,6.29
T487,Dashboard,93,28,5.0,18.2,51.0,21.23
T092,Dashboard,126,25,3.6,99.7,102.9,16.17
T239,Dashboard,138,2,4.1,78.9,85.9,9.04
T477,Inventory,114,20,2.0,21.0,16.2,15.64
T223,Dashboard,125,26,3.5,81.8,26.0,14.02
T294,Search,96,21,3.4,59.9,63.5,12.72
T364,Search,128,0,1.6,49.2,7.8,6.09
T484,Reports,61,24,2.7,31.7,89.5,13.88
T248,Notifications,61,3,1.9,82.5,67.9,7.9
T094,Login,26,26,1.8,74.7,65.2,8.87
T199,Payments,96,22,4.6,,77.3,13.12
T148,Inventory,28,26,3.0,10.9,85.2,13.02
T225,Login,23,7,2.1,76.2,71.7,8.71
T285,Search,138,19,4.9,86.7,101.9,17.98
T205,Payments,105,29,2.9,68.9,30.7,14.85
T050,Dashboard,44,19,3.2,91.2,26.1,8.58
T120,Notifications,49,25,3.3,69.9,58.5,15.4
T157,Inventory,129,19,1.9,58.9,14.7,12.68
T363,Notifications,55,17,3.5,89.6,74.7,15.92
T397,Login,35,14,4.1,76.6,97.3,4.88
T139,Login,63,25,1.2,79.6,,10.04
T352,Notifications,57,21,2.5,52.6,34.7,12.27
T441,Payments,67,9,3.8,95.4,47.3,11.1
T390,Dashboard,128,1,1.4,93.7,41.0,10.2
T141,Payments,78,12,1.1,56.7,102.6,11.02
T185,Reports,141,26,1.2,32.8,115.3,18.75
T203,Dashboard,23,18,1.2,12.3,113.5,13.18
T210,Inventory,89,17,2.7,11.7,52.6,13.13
T250,Search,103,26,3.1,51.8,32.7,15.25
T328,Notifications,138,1,2.2,50.1,63.9,8.2
T309,Notifications,120,26,2.0,94.9,100.3,20.88
T057,Orders,126,10,4.8,31.2,119.2,13.16
T112,Notifications,53,9,2.6,75.1,98.3,4.58
T275,Dashboard,26,24,2.2,26.4,104.4,10.05
T268,Login,136,23,2.3,12.9,74.2,16.14
T102,Login,51,4,4.9,99.0,37.5,6.17
T094,Inventory,71,19,3.5,84.8,109.9,17.46
T211,Dashboard,134,13,4.0,41.3,86.6,17.07
T237,Login,52,27,4.1,34.8,19.4,13.48
T082,Notifications,140,0,2.1,79.5,73.2,5.87
T363,Orders,117,3,1.6,51.7,66.0,8.07
T099,Dashboard,114,12,2.9,69.7,68.5,8.27
T081,Payments,56,16,,82.6,99.1,13.1
T138,Dashboard,34,15,3.7,43.3,84.2,16.4
T054,Payments,55,4,2.1,80.2,74.6,8.03
T030,Payments,139,6,,75.2,62.6,14.03
T102,Payments,123,0,3.6,73.2,24.8,11.2
T140,Reports,106,27,1.9,29.2,86.8,21.46
T475,Orders,39,18,4.9,58.4,7.3,11.14
T424,Payments,40,24,4.2,56.5,119.6,17.01
T402,Login,33,5,1.8,54.1,74.8,7.49
T419,Notifications,47,12,3.4,30.6,73.5,9.02
T473,Orders,91,16,1.1,20.4,41.5,8.3
T468,Notifications,72,13,3.4,95.7,48.7,14.44
T242,Login,47,15,4.2,81.7,93.8,6.87
T203,Inventory,31,26,3.4,93.8,117.5,20.31
T346,Orders,119,17,5.0,60.1,59.1,17.33
T118,Search,83,15,4.6,54.6,85.4,14.03
T342,Dashboard,133,8,3.7,11.3,62.1,11.35
T039,Inventory,140,21,2.7,64.1,37.7,16.09
T253,Dashboard,104,12,3.0,,16.5,6.79
T462,Orders,132,25,2.8,93.2,57.8,10.94
T103,Search,56,22,3.0,34.6,36.7,12.3
T094,Reports,91,16,4.7,38.3,116.9,16.65
T403,Reports,53,3,4.2,81.9,80.1,6.94
T392,Payments,37,2,3.9,13.2,41.4,6.35
T008,Search,79,13,3.1,93.9,116.8,10.58
T050,Login,88,26,1.7,82.1,49.4,9.35
T032,Login,87,0,4.6,67.4,51.4,10.16
T299,Dashboard,72,14,4.8,20.4,88.0,8.26
T099,Dashboard,23,0,3.1,85.0,49.7,5.38
T166,Orders,108,26,4.2,,95.3,19.77
T278,Inventory,87,3,4.5,97.6,93.3,8.15
T274,Search,62,14,2.8,22.1,41.2,11.12
T015,Notifications,75,1,3.6,50.1,74.1,6.47
T048,Inventory,93,0,4.7,54.6,,8.54
T022,Notifications,53,22,4.6,14.8,18.2,17.92
T187,Orders,121,6,1.5,96.3,19.3,7.55
T054,Search,102,24,2.5,96.2,113.7,18.79
T168,Login,110,25,4.1,41.5,54.3,13.48
T166,Notifications,45,18,3.8,55.0,84.6,11.09
T387,Notifications,33,10,4.9,35.0,13.0,9.76
T301,Dashboard,124,29,2.7,25.1,104.3,15.35
T223,Payments,29,7,4.3,14.0,43.3,7.0
T161,Payments,107,18,1.5,21.0,104.4,9.98
T086,Reports,59,18,3.3,46.9,72.6,15.06
T301,Reports,114,1,3.3,83.0,8.7,9.09
T200,Notifications,60,6,2.7,42.4,70.8,9.16
T487,Search,126,21,5.0,70.6,100.0,17.98
T391,Inventory,111,7,3.2,72.6,107.1,11.15
T124,Orders,38,16,4.0,88.5,5.7,6.38
T159,Inventory,28,7,4.2,14.1,84.0,12.81
T486,Dashboard,97,17,4.7,18.6,17.0,14.67
T477,Notifications,38,17,2.9,15.0,110.8,10.18
T212,Search,93,23,4.8,72.8,22.8,9.9
T464,Login,82,29,2.7,99.5,102.3,17.06
T295,Login,46,11,3.6,68.4,31.2,5.88
T363,Orders,49,11,4.3,41.3,106.0,14.38
T293,Login,68,2,,28.7,43.4,6.29
T005,Notifications,36,7,2.9,59.3,100.6,7.64
T289,Reports,67,17,4.2,74.7,106.0,12.33
T112,Payments,119,6,3.2,40.4,109.7,14.22
T103,Reports,113,9,2.0,84.9,,11.73
T479,Reports,132,21,4.2,55.5,80.4,14.91
T411,Orders,120,15,3.2,70.1,98.5,13.72
T031,Notifications,62,8,3.6,14.6,97.2,6.3
T216,Dashboard,111,2,3.5,88.8,113.1,5.56
T042,Search,59,7,2.2,55.7,60.7,7.05
T278,Inventory,141,17,3.6,26.7,114.1,13.34
T203,Login,133,19,2.6,46.3,119.7,17.12
T242,Inventory,45,26,2.5,88.3,96.6,12.8
T037,Dashboard,105,4,3.2,60.2,66.2,9.7
T084,Payments,116,15,3.6,95.6,24.0,9.54
T364,Inventory,102,29,1.1,12.5,37.1,18.29
T231,Notifications,75,24,2.1,88.1,111.2,15.73
T413,Search,31,25,2.5,93.5,99.9,12.5
T260,Dashboard,93,18,2.4,78.7,116.0,4.1
T004,Inventory,56,11,2.9,61.8,5.7,8.48
T480,Orders,69,18,3.9,48.0,57.4,9.37
T111,Reports,140,27,1.0,71.7,37.5,17.01
T217,Orders,77,15,4.1,10.9,111.1,12.19
T398,Inventory,98,28,2.2,33.8,84.3,18.69
T127,Search,112,12,4.0,23.2,5.9,8.8
T176,Reports,65,10,4.4,95.5,54.5,12.05
T124,Inventory,74,21,3.4,41.7,63.4,13.81
T067,Orders,78,13,2.6,97.1,22.1,7.72
T445,Dashboard,89,7,4.7,90.4,18.8,4.91
T422,Login,25,13,3.4,26.0,69.0,8.21
T328,Inventory,119,24,1.9,24.6,119.6,18.49
T118,Notifications,39,15,,37.6,39.7,6.91
T141,Orders,101,4,1.2,92.8,,9.73
T470,Login,41,16,1.8,85.2,118.0,12.47
T478,Dashboard,145,15,3.7,44.5,24.3,17.31
T080,Inventory,107,4,4.2,38.0,51.1,9.77
T389,Inventory,91,15,3.1,45.5,74.4,11.21
T480,Payments,35,4,3.3,58.1,103.1,10.38
T048,Inventory,31,26,2.7,75.3,82.0,7.53
T096,Dashboard,131,21,3.4,16.2,107.5,21.29
T305,Orders,123,18,1.1,25.6,65.9,15.58
T347,Dashboard,24,4,4.8,75.6,118.8,9.4
T226,Inventory,71,5,4.5,35.2,14.3,8.87
T158,Reports,89,15,4.7,50.1,76.8,14.32
T258,Notifications,52,17,3.1,51.7,68.9,16.38
T064,Notifications,117,7,1.8,32.1,31.8,6.69
T208,Payments,133,27,3.7,12.6,9.5,16.71
T436,Dashboard,44,29,2.3,80.4,90.9,18.62
T443,Dashboard,70,12,2.0,54.8,112.9,12.64
T429,Notifications,62,15,2.8,72.8,24.3,13.28
T046,Notifications,84,16,4.0,80.0,12.0,11.2
T386,Search,123,21,4.5,16.6,67.5,18.58
T072,Orders,80,29,4.4,23.1,37.8,12.41
T005,Reports,144,27,2.4,53.0,14.1,14.77
T457,Notifications,67,4,1.3,98.3,10.2,6.77
T006,Payments,79,10,1.4,25.2,17.9,6.81
T148,Inventory,94,14,1.2,31.8,105.4,11.26
T229,Login,64,13,3.2,64.9,40.1,5.98
T487,Notifications,37,13,1.7,86.3,14.8,7.6
T138,Login,136,27,4.0,44.2,70.9,20.03
T364,Inventory,49,7,2.3,31.4,75.7,10.32
T432,Orders,57,12,1.5,25.2,55.6,7.25
T404,Dashboard,145,4,5.0,37.3,72.6,12.11
T296,Reports,145,19,1.9,75.6,69.2,16.41
T213,Reports,73,22,2.3,19.7,51.1,12.13
T014,Payments,135,22,4.2,83.4,46.5,18.38
T451,Notifications,138,29,3.5,29.3,92.2,19.41
T405,Dashboard,37,19,4.8,72.2,10.8,10.36
T022,Reports,81,23,2.8,58.9,116.3,13.84
T117,Reports,143,27,1.1,35.4,,18.06
T089,Notifications,24,6,2.8,11.5,105.9,8.03
T358,Dashboard,59,1,3.3,87.8,69.4,7.58
T099,Orders,126,19,1.3,64.9,73.2,9.57
T188,Orders,76,21,4.9,10.6,41.6,15.59
T117,Notifications,76,28,2.3,86.4,11.7,14.0
T314,Login,118,14,3.1,73.8,35.2,11.31
T129,Reports,116,2,4.8,17.7,,10.75
T020,Search,43,2,4.9,37.9,73.9,5.57
T153,Inventory,102,16,3.6,76.5,51.3,18.95
T217,Search,136,16,4.1,13.7,50.9,13.44
T200,Login,95,0,3.3,21.3,78.5,5.83
T359,Login,79,18,3.6,40.6,97.4,11.7
T038,Inventory,133,8,1.1,58.8,68.9,7.81
T026,Search,100,14,3.9,20.2,39.6,5.79
T466,Reports,26,3,1.9,94.2,56.3,3.06
T169,Dashboard,110,15,4.8,81.8,79.5,17.29
T399,Inventory,143,22,1.5,,118.0,10.51
T112,Reports,78,2,3.1,10.8,52.0,7.16
T414,Payments,58,22,2.2,58.9,39.5,42.47053073737122
T331,Notifications,102,3,1.1,19.9,30.5,3.02
T049,Payments,139,18,2.8,66.7,13.1,14.21
T057,Payments,144,10,,69.4,67.3,9.24
T064,Login,100,29,1.6,21.9,10.6,16.48
T344,Login,48,27,3.1,81.0,54.2,13.18
T471,Orders,109,25,1.2,86.1,65.4,15.7
T064,Notifications,113,21,1.5,60.4,26.3,11.82
T145,Inventory,64,15,3.8,62.8,93.7,14.57
T061,Reports,122,11,4.1,25.7,10.4,16.58
T415,Reports,87,19,2.8,17.3,91.4,12.35
T229,Notifications,57,11,3.6,87.6,87.5,9.42
T226,Notifications,37,24,4.3,81.2,29.7,17.32
T421,Dashboard,64,24,4.7,92.4,33.6,18.91
T458,Reports,56,22,4.8,78.5,73.8,13.48
T080,Orders,120,2,3.4,21.9,,11.2
T421,Reports,49,25,1.4,20.7,29.7,11.48
T002,Dashboard,53,0,4.7,48.0,107.6,4.4
T358,Dashboard,41,4,2.4,78.9,46.3,3.14
T298,Search,58,17,4.7,18.5,116.4,10.85
T037,Dashboard,64,6,3.5,63.6,50.7,13.15
T496,Inventory,38,18,2.1,80.9,86.7,8.52
T210,Payments,140,26,2.2,75.6,102.2,18.62
T285,Orders,79,5,1.3,96.1,31.7,6.3
T149,Reports,137,1,3.9,30.2,10.3,9.3
T087,Inventory,113,12,3.4,85.5,67.0,9.8
T232,Notifications,36,5,4.1,87.1,104.9,12.56
T229,Payments,86,20,4.4,36.1,103.3,18.58
T462,Login,66,12,2.6,35.7,117.9,9.96
T218,Dashboard,119,20,3.5,76.2,82.5,11.74
T200,Orders,64,18,1.6,48.0,100.1,7.4
T482,Notifications,114,4,1.5,43.6,98.8,8.68
T192,Dashboard,37,19,1.0,82.5,87.4,7.47
T072,Orders,73,8,3.3,49.1,119.1,11.14
T197,Reports,115,1,3.8,19.9,45.5,12.99
T176,Login,123,18,3.4,68.4,43.5,15.42
T294,Payments,96,13,3.4,70.2,91.0,16.32
T431,Inventory,66,17,2.0,71.1,33.5,12.79
T118,Orders,24,13,3.0,77.6,114.4,4.62
T017,Orders,60,28,1.9,57.4,62.5,18.45
T139,Orders,79,26,2.4,35.7,75.2,15.5
T377,Login,80,7,1.5,65.1,13.6,3.79
T473,Login,134,0,4.1,18.6,87.6,12.79
T372,Payments,86,26,4.5,34.1,85.4,15.66
T337,Dashboard,127,13,2.7,75.3,38.6,10.84
T409,Inventory,105,18,1.8,18.5,48.2,15.44
T088,Reports,75,1,3.9,17.3,15.6,10.21
T313,Notifications,96,24,,55.1,100.9,17.2
T080,Payments,80,2,2.6,51.4,72.6,10.21
T398,Login,117,28,,96.4,72.6,22.46
T391,Reports,90,22,1.8,24.7,36.5,10.73
T031,Payments,128,5,1.8,93.9,58.1,11.9
T119,Reports,65,9,3.6,39.1,97.9,9.97
T389,Inventory,72,25,1.4,42.2,80.7,15.53
T435,Search,90,2,4.8,34.2,81.9,11.3
T160,Search,45,0,4.3,30.9,31.8,2.34
T461,Inventory,26,27,3.1,85.7,13.6,7.45
T480,Reports,95,5,2.7,58.4,63.1,5.4
T197,Orders,58,16,4.2,86.6,84.8,13.6
T303,Inventory,87,4,1.4,36.4,40.4,5.72
T197,Orders,69,8,2.7,30.6,110.2,10.02
T106,Search,131,22,1.8,93.6,104.2,15.95
T482,Search,122,26,1.7,37.4,22.7,14.91
T184,Dashboard,93,5,4.5,61.5,97.7,8.43
T390,Search,50,3,4.0,56.1,119.5,3.59
T114,Payments,110,11,1.2,91.5,30.2,8.91
T071,Search,51,22,3.8,85.1,86.8,13.57
T472,Inventory,62,7,1.1,72.6,55.3,2.82
T003,Inventory,61,8,3.7,90.7,118.5,6.36
T218,Dashboard,87,20,1.2,99.5,12.1,6.18
T036,Orders,68,16,3.8,57.9,105.0,16.09
T123,Login,133,24,3.9,19.4,46.8,18.36
T459,Orders,83,13,3.6,11.8,69.1,9.87
T247,Dashboard,99,6,3.9,24.7,72.7,12.05
T340,Login,79,1,2.4,52.0,114.7,7.99
T251,Reports,122,19,2.9,52.1,24.6,16.25
T312,Orders,147,7,3.6,63.4,29.7,14.71
T428,Search,131,10,1.3,82.2,55.0,9.46
T031,Notifications,103,4,1.3,90.7,42.6,6.1
T301,Dashboard,113,5,2.5,16.4,51.3,6.9
T323,Dashboard,54,16,3.9,56.3,47.3,14.92
T347,Login,60,18,2.4,62.5,68.2,12.87
T484,Orders,107,11,1.2,33.0,,12.06
T146,Login,142,3,4.9,15.0,104.1,13.61
T384,Search,90,10,4.0,50.3,53.7,9.92
T460,Search,131,13,4.8,46.3,22.6,12.19
T263,Orders,26,20,1.8,61.3,18.0,9.97
T037,Inventory,76,9,1.5,,76.2,7.93
T368,Dashboard,68,4,2.0,54.3,94.7,4.08
T266,Dashboard,116,26,3.9,71.3,6.1,18.4
T235,Search,112,19,3.5,83.8,95.0,12.41
T468,Reports,141,14,3.4,17.9,98.0,18.51
T377,Login,98,20,3.1,93.0,86.8,17.93
T160,Login,149,28,1.2,59.5,60.3,15.19
T471,Search,74,11,3.5,25.4,92.5,10.11
T348,Orders,80,11,1.7,78.7,95.2,6.62
T424,Login,111,27,3.5,82.4,18.1,19.26
T418,Notifications,102,16,3.2,63.2,71.2,15.55
T273,Orders,147,22,2.9,18.0,50.7,19.94
T085,Dashboard,125,14,1.8,61.6,82.8,14.4
T347,Orders,93,12,3.5,,12.5,10.06
T148,Notifications,26,24,2.1,,116.8,17.37
T092,Inventory,120,22,2.1,62.7,69.4,15.06
T133,Dashboard,42,20,4.7,86.2,82.8,15.32
T442,Dashboard,72,10,2.1,29.5,106.2,10.49
T207,Login,76,24,2.5,82.7,71.4,13.45
T021,Login,73,4,1.2,47.8,46.3,5.15
T211,Inventory,142,13,4.7,86.6,69.3,13.37
T242,Orders,78,22,4.0,31.3,68.0,14.98
T311,Dashboard,23,24,2.6,,45.4,12.54
T379,Reports,132,19,4.1,76.5,52.9,18.46
T229,Notifications,99,15,4.1,10.3,76.9,16.37
T314,Dashboard,147,10,4.9,,35.4,14.28
T500,Orders,92,23,2.4,,36.1,10.74
T322,Payments,149,28,1.6,85.9,33.8,16.59
T336,Notifications,75,3,4.6,87.2,39.4,6.37
T405,Reports,89,7,1.4,50.1,119.8,5.94
T307,Inventory,142,19,4.4,94.8,84.3,17.71
T063,Search,92,4,2.4,65.2,12.9,11.24
T072,Orders,25,3,1.9,53.9,60.1,2.99
T060,Dashboard,29,15,3.4,,,11.17
T170,Dashboard,96,16,4.4,85.8,19.3,11.34
T215,Payments,142,21,4.2,87.5,51.3,19.49
T491,Reports,26,5,2.3,95.6,92.3,6.77
T129,Login,148,15,3.4,69.2,110.2,15.24
T228,Payments,52,26,2.1,54.2,70.2,13.6
T284,Inventory,98,23,3.5,50.0,50.6,12.77
T018,Payments,46,28,2.5,,47.8,11.21
T280,Reports,29,1,4.3,85.2,26.3,1.92
T317,Search,40,10,1.7,74.7,107.9,3.23
T329,Payments,124,27,2.7,63.4,72.7,17.35
T491,Login,75,2,,53.6,17.9,3.67
T355,Inventory,35,7,2.0,49.4,75.0,6.75
T038,Orders,90,15,4.9,81.5,100.9,11.17
T072,Payments,34,24,3.4,96.2,117.8,12.82
T203,Notifications,66,10,4.5,41.4,23.3,7.15
T257,Orders,51,0,2.6,27.6,11.6,5.34
T154,Reports,70,16,2.4,73.0,77.4,13.82
T315,Login,27,9,4.9,43.2,90.8,11.91
T343,Login,138,18,3.4,87.4,67.0,14.57
T487,Login,95,12,4.1,91.0,6.9,5.45
T130,Login,48,26,3.4,44.9,40.2,10.13
T064,Payments,36,12,3.4,66.9,49.2,7.66
T447,Inventory,136,11,1.4,27.5,103.6,15.04
T407,Inventory,103,25,2.5,16.0,118.9,15.46
T286,Login,99,14,3.8,35.0,86.1,11.68
T040,Dashboard,119,5,2.0,70.1,54.9,6.83
T260,Search,117,19,1.7,23.3,100.3,18.04
T478,Payments,99,0,1.3,33.4,12.5,2.06
T477,Notifications,68,22,2.8,16.9,110.2,10.4
T111,Reports,125,7,1.6,89.0,35.8,14.24
T361,Dashboard,143,24,1.8,70.0,114.3,18.78
T168,Notifications,41,10,1.1,25.0,93.1,8.47
T178,Login,45,12,2.9,12.2,109.3,13.06
T432,Reports,91,8,1.5,38.3,31.5,7.24
T448,Orders,141,15,1.3,40.2,28.4,7.77
T053,Dashboard,52,9,2.1,91.0,24.9,8.11
T146,Inventory,29,23,4.1,18.2,78.4,13.84
T375,Login,100,16,1.6,11.6,40.3,14.6
T135,Inventory,77,26,4.9,12.2,,14.39
T352,Login,118,15,1.3,47.8,68.7,10.32
T136,Reports,114,23,4.7,29.8,66.4,14.21
T423,Search,72,23,5.0,56.6,,14.78
T003,Payments,101,26,4.3,28.6,43.9,17.92
T097,Notifications,141,27,1.4,83.5,7.9,18.48
T443,Payments,33,28,4.9,24.1,104.6,14.13
T335,Notifications,20,13,1.2,84.1,61.2,4.07
T301,Dashboard,75,28,2.8,25.5,23.4,14.91
T099,Login,79,5,4.1,75.9,119.7,3.89
T450,Login,118,19,2.0,56.0,30.8,10.81
T366,Search,93,23,2.9,20.0,103.1,17.92
T164,Login,81,17,1.3,,75.5,10.07
T308,Notifications,145,4,1.8,66.3,60.5,10.57
T185,Search,37,4,2.2,62.1,94.8,7.34
T399,Inventory,85,9,2.1,52.3,66.9,11.6
T194,Inventory,47,5,1.4,67.6,20.8,8.14
T123,Search,57,6,,50.7,12.7,7.28
T188,Login,56,24,2.2,66.2,84.9,15.99
T034,Dashboard,87,23,2.2,13.3,81.0,14.66
T342,Search,146,0,3.9,67.7,86.1,10.59
T030,Notifications,44,0,1.4,87.1,,9.09
T155,Orders,22,12,4.9,34.0,70.1,9.32
T452,Inventory,51,27,2.4,90.4,62.0,8.73
T370,Notifications,21,20,1.1,98.3,36.2,8.32
T380,Orders,142,4,1.3,30.3,77.1,8.55
T080,Notifications,57,14,1.8,95.1,119.4,12.34
T439,Payments,26,20,4.9,97.5,47.1,15.13
T393,Search,140,23,3.6,,89.6,20.9
T318,Search,84,1,4.7,37.5,17.4,6.04
T498,Payments,99,27,1.9,95.5,75.1,10.38
T282,Notifications,69,14,3.5,11.2,49.4,9.82
T215,Orders,34,24,2.3,92.1,54.4,15.59
T189,Login,141,20,3.3,79.9,17.5,14.19
T320,Payments,140,16,4.1,34.5,84.5,17.27
T483,Reports,58,17,3.3,46.9,28.1,12.83
T470,Search,120,24,1.4,79.0,40.4,13.49
T359,Payments,54,7,,73.9,23.7,5.67
T164,Dashboard,20,25,1.5,24.9,111.4,9.87
T232,Orders,123,16,4.8,74.9,23.1,13.07
T445,Payments,29,6,2.9,14.6,,9.37
T480,Reports,91,21,1.8,78.1,54.6,9.54
T118,Reports,54,16,4.8,40.8,104.4,17.23
T375,Notifications,102,23,1.2,14.3,80.5,14.67
T058,Search,144,26,2.0,58.1,67.5,13.94
T059,Orders,113,16,2.6,14.3,24.6,9.99
T187,Login,29,4,3.4,16.3,74.1,8.18
T410,Orders,48,7,4.9,29.3,7.0,10.21
T404,Reports,81,19,3.2,39.5,101.2,13.17
T184,Reports,123,26,1.3,29.0,114.7,17.76
T488,Dashboard,148,28,1.2,28.7,22.6,15.65
T237,Notifications,101,29,1.1,51.9,97.5,13.2
T307,Reports,37,2,2.7,20.5,16.0,4.95
T128,Orders,91,14,2.0,88.0,53.2,13.35
T395,Dashboard,83,11,2.1,60.0,98.2,6.48
T384,Notifications,92,22,2.8,49.8,66.6,13.7
T190,Payments,147,12,2.0,91.2,63.0,10.22
T248,Search,74,7,4.1,74.0,32.9,10.45
T087,Inventory,22,19,4.1,,44.8,11.65
T005,Notifications,77,27,1.4,35.4,103.1,14.25
T248,Payments,33,21,1.2,13.5,22.9,4.65
T269,Reports,123,6,3.3,56.7,73.7,11.75
T299,Payments,103,26,3.1,23.3,74.5,19.71
T409,Inventory,57,12,3.9,16.1,96.6,8.51
T062,Reports,52,24,3.0,52.9,30.5,10.79
T206,Login,118,9,2.8,38.6,107.7,7.25
T442,Inventory,33,20,3.5,65.4,28.5,11.78
T178,Dashboard,102,26,2.2,72.6,108.5,17.75
T034,Reports,80,22,4.3,81.7,22.0,12.24
T468,Notifications,45,9,,79.2,11.2,4.62
T412,Orders,72,19,2.7,97.5,14.6,9.46
T369,Dashboard,44,29,1.2,15.8,36.4,10.48
T203,Notifications,59,28,4.7,49.6,28.2,16.3
T360,Login,136,27,3.3,92.5,93.0,17.39
T473,Orders,53,15,,87.9,26.9,5.64
T493,Orders,62,29,4.6,64.0,52.0,15.9
T413,Inventory,133,25,2.2,22.8,11.2,10.82
T264,Orders,23,14,3.3,70.9,118.9,9.41
T402,Search,118,23,1.9,15.7,57.0,13.84
T188,Inventory,46,5,4.2,71.8,112.1,9.81
T156,Reports,105,6,3.0,75.3,8.1,13.04
T262,Login,100,14,3.9,17.5,7.2,11.23
T245,Notifications,40,6,4.7,53.6,112.4,7.16
T348,Notifications,63,28,2.4,,43.8,11.43
T112,Dashboard,34,23,4.2,83.2,14.3,14.53
T157,Payments,35,16,3.3,88.9,48.2,10.94
T143,Notifications,104,26,1.6,77.7,42.7,14.23
T421,Search,133,16,,60.1,45.5,17.16
T082,Login,75,7,3.6,95.8,16.4,4.91
T051,Reports,127,6,3.5,79.8,61.6,10.61
T138,Reports,62,6,3.9,94.5,89.6,6.51
T179,Search,22,17,4.8,87.1,26.9,13.44
T010,Orders,30,28,3.0,52.8,28.3,14.82
T096,Payments,106,28,1.6,20.7,73.1,17.06
T119,Login,134,23,1.5,12.2,86.7,18.94
T095,Notifications,136,21,4.3,57.4,110.1,16.37
T109,Login,102,0,3.5,43.0,7.6,9.29
T445,Login,44,25,4.9,80.7,81.9,17.92
T455,Orders,80,4,1.3,97.0,100.4,13.42
T384,Payments,25,28,5.0,13.4,75.4,15.26
T180,Notifications,123,3,3.0,45.4,60.2,9.78
T384,Notifications,112,3,1.8,50.2,67.7,2.65
T291,Dashboard,140,23,4.5,56.3,94.0,14.53
T025,Notifications,45,17,,42.0,67.8,14.26
T048,Payments,131,7,,42.8,112.1,9.7
